
		//
		// Overwatch localized names
		//
		"CSGO_Overwatch_TheSuspect"			"The Suspect"
	"Op_bloodhound_Sebastien_521_new"					"<b>Sebastien Hennequet</b>: Turner's cell is licking its wounds, but we can't afford to be complacent.  It's time for another weapons training exercise... when Turner peeks his head out, we'll be ready to take it off."
	"Op_bloodhound_Sebastien_526_new"					"<b>Sebastien Hennequet</b>: Turner's men are spreading across the Maghreb, looking to destroy villages that are unsympathetic to The Phoenix's cause.  In order to protect these people, we need to split up.  Take another operator and guard the bombsite.  Remember, this isn't a standard mission: do not. Leave. The bombsite."
	"Op_bloodhound_Sebastien_527"						"<b>Sebastien Hennequet</b>: In the field we always have to reassess our surroundings and improvise.  This exercise is about not relying on Coalition resources... take out the enemy, then use their own weapons against them."
	"Op_bloodhound_Sebastien_528"						"<b>Sebastien Hennequet</b>: I received word that your transport chopper was shot down over the Maghreb.  Evac is coming, but it's going to take time.  The two of you can survive this, just stick together and remember what I've taught you."
	"Op_Bloodhound_booth_529"						"<b>Booth</b>: So you're the operator everyone's all in a fuss about.  I'm sure helping out Mr. Hennequet on his vengeance quest is fun, but if you're interested in being more than an old man's catspaw, we should talk.  The name's Booth... and I'm always looking for talented individuals to make money with."
	"Op_Bloodhound_booth_530"						"<b>Booth</b>: What do you say we do a little Zen exercise?  While you're on the field, hunt some chickens for me.  Naturally I'm sure you're wondering why I'd ask for something so ludicrous.  Maybe I'm looking for you to test my wares... perhaps I'm judging how well you follow instructions... or maybe I just really hate chickens.  Either way, do what I ask and you will be rewarded."
	"Op_Bloodhound_booth_531"						"<b>Booth</b>: As much as I like to believe that people respect my business practices, the reality is that I sell guns to people who like to use them.... And eventually they might want to use them on me.  Show me that you can take whatever the world throws at you, and let the bodies of your enemies tell the story of your victory.   Do this... and I will happily put you on retainer."
	"Op_Bloodhound_booth_531_turner"					"<b>Booth</b>: Chase Turner was a man of conviction and talent... it's a shame that you killed him.  But there's no point in dwelling on the past, we need to move forward.  Killing Turner puts you into a very special tier of operators... and I have a special task for someone with your skillset."
	"Op_bloodhound_Sebastien_502_Turner"					"<b>Sebastien Hennequet</b>: Until he betrayed us all, Chase Turner was a decorated member of the Coalition Taskforce.  Seeing as you're the one who put him down... it's only fitting you carry on his legacy with the AWP."
	"Op_bloodhound_Sebastien_504_turner"					"<b>Sebastien Hennequet</b>: There's someone I'd like to meet, a defector from the Coalition Taskforce named Chase Turner.  But before you do, I have a final test for you.  Stand with your new brothers and sisters against your old ones... don't let our hostages be taken from us."
	"Op_bloodhound_Sebastien_505_turner"					"<b>Sebastien Hennequet</b>: With Turner dead, you can bet Valeria will be looking for vengeance... being able to adapt will be key to your survival."
	"Op_bloodhound_Sebastien_512_turner"					"<b>Sebastien Hennequet</b>: Turner may be dead, but his cell is still out there.   We must stay vigilant and keep our skills sharp."
	"Op_bloodhound_Sebastien_513_turner"					"<b>Sebastien Hennequet</b>: The Phoenix are raiding the Season Corporation, we need to deploy now!"
	"Op_bloodhound_Sebastien_516_turner"					"<b>Sebastien Hennequet</b>: An anonymous tip reported Phoenix activity in a small town in the Maghreb.  Something about this doesn't feel right... be careful when moving down the side alleys... there may be an ambush."
	"Op_bloodhound_Sebastien_517_turner"					"<b>Sebastien Hennequet</b>: The Phoenix are making a move on various soft targets all around the globe... get out there and save those hostages!"
	"Op_bloodhound_Sebastien_506_turner"					"<b>Sebastien Hennequet</b>: Chase Turner was a friend to many of us, and a protégé of mine... I take no joy in his death, but he had to be put down.  Ah, we mustn't dwell in the past... but look towards the future."
	"Op_bloodhound_Sebastien_509_turner"					"<b>Sebastien Hennequet</b>: We can't always control the terms of a skirmish, and the unfortunate reality of war is that rifles aren't cheap.  If Valeria comes for you, you might not have your preferred rifle, and if that happens you have to be prepared to use whatever is on hand."
	"Op_bloodhound_Sebastien_520_turner"					"<b>Sebastien Hennequet</b>: Phoenix forces are bearing down on you.  Remember your training and use the AWP to control the bombsite.  It's just the two of you out there, so be smart and cover each other's backs."
	"Op_bloodhound_Sebastien_521_new_turner"				"<b>Sebastien Hennequet</b>: Turner's cell is licking it's wounds, but we can't afford to be complacent.  It's time for another weapons training exercise..."
	"Op_bloodhound_Sebastien_525_turner"					"<b>Sebastien Hennequet</b>: We once encountered Turner in a compound like this one... He was using the rafters at bombsite B to pick us off one by one.  We drove them off... but not before they were able to destroy information regarding their cell: all we know for sure is that the Phoenix are preparing to hit a new civilian target."



	"Op_bloodhound_Valeria_Two_Sides_sub"					"<b>Valeria Jenner</b>: Evil.  Criminal.  Terrorist.  The reality is that I am none of these things.   My name is Valeria Jenner, and I am the voice of The Phoenix... and The Phoenix... is the voice of freedom.  It's said that you have talents that can be of use to The Struggle.   It's time for you to prove you have the skills you claim to have.  "
	"Op_bloodhound_Valeria_spark_sub"						"<b>Valeria Jenner</b>: You're not the first person whose eyes were opened to the hypocrisy that surrounds us.  To understand that for freedom to truly reign,  we must burn down governments.  Burn down religion.  Burn down the bourgeoisie... and only from those ashes can mankind rise pure and clean.  It's your turn to follow the path of The Phoenix... it's your turn to light the spark of revolution."
	"Op_bloodhound_Valeria_Flames_sub"						"<b>Valeria Jenner</b>: Fire is the weapon of the revolution.   Like us, fire breathes.  Like us, fire spreads.  Yes it takes lives, but without fire we would sit in darkness and die in the cold.  Do not be afraid of fire... master it."
	"Op_bloodhound_Valeria_tyrants_sub"						"<b>Valeria Jenner</b>: We fight to unseat tyrants with resources superior to our own.  That's why we need to leverage surprise; striking fast and hard.   Lie in wait with your shotgun... then act decisively."
	"Op_bloodhound_Valeria_booth_sub"						"<b>Valeria Jenner</b>: Like it or not, the Arms Dealer named Booth plays a pivotal role in The Struggle.  Yes, he plays both sides but without his wares we wouldn't be able to topple tyrants.  Work with him.  Use him.  But never trust him."
	"Op_bloodhound_Valeria_meet_mentor_sub"					"<b>Valeria Jenner</b>: There's someone I'd like you to meet, a defector from the Coalition Taskforce named Chase Turner.  But before you do, I have a final test for you.  Stand with your new brothers and sisters against your old ones... don't let our hostages be taken from us."
	"Op_bloodhound_Valeria_booth"						"<b>Valeria Jenner</b>: Like it or not, the Arms Dealer named Booth plays a pivotal role in The Struggle.  Yes, he plays both sides but without his wares we wouldn't be able to topple tyrants.  Work with him.  Use him.  But never trust him."
	"Op_bloodhound_Valeria_meet_mentor"					"<b>Valeria Jenner</b>: There's someone I'd like to meet, a defector from the Coalition Taskforce named Chase Turner.  But before you do, I have a final test for you.  Stand with your new brothers and sisters against your old ones... don't let our hostages be taken from us."
	"Op_bloodhound_Valeria_labels_turner"					"<b>Valeria Jenner</b>: The media loves to label everything.  Civilian Casualties... Military Casualties... when the reality is that a life is a life.  Everyone on this Earth plays a role in The Struggle... and we all are culpable for our actions.  The men and women we capture are not random people, caught in the wrong place at the wrong time.  They are targeted for a reason... and we must never let them be taken from us."
	"Op_bloodhound_Valeria_dead_turner_sub"					"<b>Valeria Jenner</b>: Turner is dead.  Struck down by a father who couldn't bear to see his son outshine him.  A reckoning will be coming for Mr. Hennequet... but for now I want him to hurt like we do.  I've located one of his star pupils, an operator named Jackson.  Find him.  Kill him.  And bring justice for The Phoenix."
	"Op_bloodhound_Valeria_loyalty_sub"						"<b>Valeria Jenner</b>: Your loyalty has been proven... and now The Phoenix has special need of you.   A nuclear facility we aim to take over has recently remodeled its toxic room.  I'm sending you and a fellow brother to secure the engineers responsible for the re-design.  We need to know what changes are coming."
	"Op_bloodhound_Valeria_resources_sub"					"<b>Valeria Jenner</b>: We never know what resources we'll have available in the field, so it's important to be able to fight with a variety of weapons... not just the ones you're familiar with."
	"Op_bloodhound_Valeria_conflict_sub"					"<b>Valeria Jenner</b>: Some conflicts feel never ending.  The same dance that continues over and over.  Lesser men look to this and see futility, but The Phoenix sees hope.  As long as people are willing to die for what they believe is right, the cause is not lost.  We are not defined by our failures until the moment we refuse to stand back up."
	"Op_bloodhound_Valeria_role_turner_sub"					"<b>Valeria Jenner</b>: Turner played an important role in The Struggle, and it now falls on you to walk in his footsteps.  Master the AWP... carry on a great man's legacy."
	"Op_bloodhound_Valeria_message_sub"						"<b>Valeria Jenner</b>: The world is not yet ready for our message, but that doesn't mean our message does not need to be spread.  In time, fear will give way to understanding, and The Phoenix will be regarded as the heroes we are."
	"Op_bloodhound_Valeria_pollock_turner_sub"					"<b>Valeria Jenner</b>: Comparing Javier and Turner's technique is like comparing  Pollock and  Kandinsky ... both are masters, but one is significantly more messy.  Not every assassination calls for a bloodbath.  When I call on you, I expect your kills to be clean and precise."
	"Op_bloodhound_Valeria_blunt_turner_sub"					"<b>Valeria Jenner</b>: Marcus Chapel is Sebastien Hennequet's best friend.  Loyal. Courageous.  And an expert marksman.  He's also insanely predictable which is why I was able to lure him here. Stalk him and end his life... so that Hennequet will live out the rest of his in sorrow and misery."
	"Op_bloodhound_Valeria_smg_sub"						"<b>Valeria Jenner</b>: The Phoenix has no need of cowards.  Often our victories hinge on relentless aggression... that's where SMGs come in.   Light enough to move swiftly, but a fast enough rate of fire to keep our enemies pinned down."
	"Op_bloodhound_Valeria_knife_sub"						"<b>Valeria Jenner</b>: If you want to fight for change, there's  something I need you to do.  Kill a man with a knife.  Feel his blood on your hands,  Do not ignore it,  Do not sugar coat it,  Accept it.  For The Phoenix does not lie... not to the sleeping world... nor to ourselves."
	"Op_bloodhound_Valeria_open_house_sub"					"<b>Valeria Jenner</b>: Booth is hosting another one of his open houses... go and try out his wares... there may be a weapon you've overlooked that could suit you."
	"Op_bloodhound_Valeria_rebirth_sub"						"<b>Valeria Jenner</b>: The Phoenix is the symbol of rebirth... every skirmish we engage in, whether it is our fifth or our fiftieth is a new beginning.  Seize that opportunity and strike our oppressors down... then break their morale by turning their own weapons against them."
	"Op_bloodhound_Valeria_underhill_turner_sub"				"<b>Valeria Jenner</b>: People want to believe that change comes from within the system, but you and I both know better.  The system protects corporate stooges like Underhill and Murphy as they line their pockets promoting industries that cripple the common man.  Today their ivory tower begins to fall."
	"Op_bloodhound_Valeria_maghreb_turner_sub"					"<b>Valeria Jenner</b>: Felix launched a campaign against us in the Maghreb... Operation Vanguard he called it.  It was a killing field.  One by one Turner executed our brothers and sisters as they valiantly tried to place an explosive device.  It was in that moment a question took root in his mind.  What cause could motivate these people to throw their lives away with such determination.  He sought me out... and I provided answers."
	"Op_bloodhound_Valeria_bank_turner_sub"					"<b>Valeria Jenner</b>: I don't know how, but Felix learned about our bank heist and his jack-booted thugs are en route.  It falls on you two to steel your resolve and cut the oppressors down."
	"Op_bloodhound_Valeria_fruitless_turner_sub"				"<b>Valeria Jenner</b>: We have shown the world that the struggle is not fruitless... now anarchists have spread throughout Europe... eager to break the government's gilded cage."
	"Op_bloodhound_Valeria_fear_turner_sub"					"<b>Valeria Jenner</b>: Fear is a construct of the mind, and it's something our enemies wield with alarming grace.  You see; when people are scared, they turn to those with authority for solutions, because they're conditioned to feel powerless. That's why engaging with nuclear options is critical: Once we show that the ivory tower can do nothing to save them...they will rise to help themselves."
	"Op_bloodhound_Valeria_elysee_turner_sub"					"<b>Valeria Jenner</b>: Titans of industry all flocked to the Elysee resort - a temple of excess designed to coddle CEOs who made their fortunes on the backs of laborers.  They'd laugh as they clinked glasses full champagne... each flute filled with one month's salary of their employees.  But soon they would stop laughing."
	"Op_bloodhound_Valeria_history_turner_sub"					"<b>Valeria Jenner</b>: History may be written by the victors, but that doesn't mean we have to buy the book.  We lost the battle in Maghreb, but we gained the loyalty of Turner.  Now, Turner is dead, but we have gained you.  The Coalition believes that they've struck a blow against us, but like the story of Turner's defection, like the story of our namesake... defeat is never the end.  The Phoenix can never die."
