		"SFUI_MainMenu_News_Title"			"News"
		"CSGO_PickEm_Confirmed_Tooltip" "See if your pick was correct on the %s1 after the match day is complete."
		"CSGO_PickEm_Points_Earned" 	"%s1 Points Earned"
		"CSGO_PickEm_Points_Possible" 	"Worth %s1 Points"
		"CSGO_PickEm_Points_Earn" 	"%s1 points per correct pick"
		"CSGO_PickEm_Watch_Tab"         "Play the Pick'Em Challenge"
		"CSGO_Fantasy_Watch_Tab"         "Play CS:GO Fantasy Game"
		"CSGO_PickEm_Leaderboard_Title"	"Pick'Em Challenge Friends Leaderboard"
		"CSGO_Fantasy_Leaderboard_Title"	"Fantasy Team Friends Leaderboard"
		"CSGO_PickEm_Stat_Tournament_7_0"     "Highest Headshot Percentage"
		"CSGO_PickEm_Stat_Tournament_7_1"     "Most First Kills"
		"CSGO_PickEm_Stat_Tournament_7_2"     "Most Pistol Kills"
		"CSGO_PickEm_Stat_Tournament_7_3"     "Best Kill/Death Ratio"
		"CSGO_PickEm_Stat_Player_Winner"		"Winner:"
		"CSGO_PickEm_Stat_Player_Winners"		"Winners:"
		"CSGO_PickEm_Stat_TournamentDesc_7_0"     "Pick a player who will have the highest headshot percentage. Headshot percentage for each player is computed by dividing total number of enemies they killed with a headshot over the total number of enemies they killed in their matches during this tournament day."
		"CSGO_PickEm_Stat_TournamentDesc_7_1"     "Pick a player who will score the most first kills. Every round one player will score the first enemy kill, and the player in this group who scores the most first kills in their matches during this tournament day will win this category."
		"CSGO_PickEm_Stat_TournamentDesc_7_2"     "Pick a player who will have the most pistol kills. The player in this quarterfinal matchup who uses a pistol to kills the most enemies during this tournament day will win this category."
		"CSGO_PickEm_Stat_TournamentDesc_7_3"     "Pick a player who will have the highest kill/death ratio. In each matchup kill/death ratio for each player is computed by dividing total number of enemies they killed over total number of times they died."
		"CSGO_PickEm_Player_From_Group"     "Pick a player from a team"    
		"CSGO_PickEm_Marketplace"		"Buy From Market"
		"CSGO_PickEm_Buy"				"Get Tournament Stickers"
		"CSGO_PickEm_Amount_Raised_Title"	"Crowd Funded Support"
		"CSGO_PickEm_Amount_Raised"		"50% of the proceeds from each sale support the players and organizations."
		"CSGO_PickEm_Points_Quarter_11"	 "12 points per correct pick"
		"CSGO_PickEm_Points_Semi_11"	 "10 points per correct pick"
		"CSGO_PickEm_Points_Final_11"	 "7 points per correct pick"
		"CSGO_PickEm_Earned_Quarter_11"	 "+12 Points"
		"CSGO_PickEm_Earned_Semi_11"	 "+10 Points"
		"CSGO_PickEm_Earned_Final_11"	 "+7 Points"
		"CSGO_PickEm_Rules_Advance_Tooltip"	"Pick the team that will win this group and advance to the <b><font color='#FFFFFF'>%s1</font></b>"
		
		"CSGO_PickEm_Rules_Tooltip"			"Pick the team that will win %s1"
		"CSGO_PickEm_Rules_ThisMatch"			"this matchup"
		
		"CSGO_PickEm_Rules_Player_Tooltip"		"Pick the player that will get the <b><font color='#FFFFFF'>%s1</font></b>"
		
		"CSGO_PickEm_Apply_Title"		"Confirm <b><font color='#FFFFFF'>%s1</font></b> as your pick"
		"CSGO_Fantasy_Apply_Player_Title"		"Confirm your Fantasy Team Roster. You can update your Roster before the start of the day's matches, and after the day's matches are over."
		
		"CSGO_PickEm_Apply_Advance_Title_0"		"Confirm <b><font color='#FFFFFF'>%s1</font></b> as your pick to be undefeated in their group and advance to the <b><font color='#FFFFFF'>%s2</font></b>"
		
		"CSGO_PickEm_Apply_Advance_Title_1"		"Confirm <b><font color='#FFFFFF'>%s1</font></b> as your pick to win their group and advance to the <b><font color='#FFFFFF'>%s2</font></b>"
		
		"CSGO_PickEm_Apply_Player_Title"		"Confirm <b><font color='#FFFFFF'>%s1</font></b> as your pick to get the <b><font color='#FFFFFF'>%s2</font></b>"
		
		"CSGO_PickEm_Buy_Title"					"Buy <b><font color='#FFFFFF'>%s1</font></b> to use as your pick"
		
		"CSGO_PickEm_Buy_Advance_Title_0"			"Buy <b><font color='#FFFFFF'>%s1</font></b> to pick them to be undefeated in their group and advance to the <b><font color='#FFFFFF'>%s2</font></b>"

		"CSGO_PickEm_Buy_Advance_Title_1"			"Buy <b><font color='#FFFFFF'>%s1</font></b> to pick them to win their group and advance to the <b><font color='#FFFFFF'>%s2</font></b>"

		"CSGO_PickEm_Buy_Player_Title"			"Buy <b><font color='#FFFFFF'>%s1</font></b> to pick them as your <b><font color='#FFFFFF'>%s2</font></b>"
		
		"CSGO_PickEm_Remove_Title"				"Remove <b><font color='#FFFFFF'>%s1</font></b> as a <b><font color='#FFFFFF'>%s2</font></b> pick"
		
		"CSGO_PickEm_NA_Title"					"<b><font color='#FFFFFF'>%s1's</font></b> Sticker is not Available"
		
		"CSGO_PickEm_Apply_Warning"		"Making a pick will lock this sticker.\nIt will be unusable and untradable until the end of the event stage.\nRemoving this pick at a later time will not undo the lock."
		"CSGO_Fantasy_Apply_Warning"	"Submitting this roster will lock these five stickers.\nThey will be unusable and untradable until the end of the tournament.\nUpdating this roster at a later time will not undo the lock."
		"CSGO_PickEm_Market_Warning_4"	"You need this team's Cologne 2014 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Market_Warning_5"	"You need this team's DreamHack 2014 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_5"		"You need this team's DreamHack 2014 sticker to make this pick.\n"
		"CSGO_PickEm_Market_Warning_6"	"You need this team's Katowice 2015 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_6"		"You need this team's Katowice 2015 sticker to make this pick.\n"
		"CSGO_PickEm_Market_Warning_7"	"You need this team's Cologne 2015 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Player_Market_Warning_7"	"You need this player's Cologne 2015 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_7"		"You need this team's Cologne 2015 sticker to make this pick.\n"
		"CSGO_PickEm_Market_Warning_8"	"You need this team's Cluj-Napoca 2015 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Player_Market_Warning_8"	"You need this player's Cluj-Napoca 2015 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_8"		"You need this team's Cluj-Napoca 2015 sticker to make this pick.\n"
		"CSGO_PickEm_Market_Warning_9"	"You need this team's Columbus 2016 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Player_Market_Warning_9"	"You need this player's Columbus 2016 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_9"		"You need this team's Columbus 2016 sticker to make this pick.\n"
		"CSGO_PickEm_Market_Warning_10"	"You need this team's Cologne 2016 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Player_Market_Warning_10"	"You need this player's Cologne 2016 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_10"		"You need this team's Cologne 2016 sticker to make this pick.\n"
		"CSGO_PickEm_Market_Warning_11"	"You need this team's Atlanta 2017 sticker to make this pick.\nYou can purchase a sticker on the Steam Community Market."
		"CSGO_PickEm_Buy_Warning_11"		"You need this team's Atlanta 2017 sticker to make this pick.\n"
		"CSGO_PickEm_Remove_Warning"	"Removing this pick will not delete the sticker.\nHowever it will still remain unusable and untradable until the end of the event stage."
		"CSGO_PickEm_NA_Warning"		"This team cannot be used in the Pick'Em Challenge.\nThey do not have a purchasable sticker."
		"CSGO_PickEm_HasSticker"        "Have Sticker"
		"CSGO_PickEm_Pick_TimeOut"      "Unable to update prediction.\nPlease try again later."
		"CSGO_PickEm_Roster_TimeOut"      "Unable to submit roster.\nPlease try again later."
		"CSGO_PickEm_Leaderboards_Inactive"     "Pick'Em Friends Leaderboard will be active\nonce the tournament starts."
		"CSGO_PickEm_Pick_Removing"				"Removing prediction..."
		"CSGO_PickEm_Store_Team_Title"		"Team Stickers"
		"CSGO_PickEm_Store_Player_Title"	"Player Autograph Stickers"
		"CSGO_PickEm_Store_About"			"About Tournament Items"
		"CSGO_PickEm_Rules_Body"		"<b>Welcome to The Cologne 2014 Pick'Em Challenge!</b>\n\nYour goal is to score as many points as possible by correctly picking the winning teams as the tournament progresses. There are a total of 100 points to score and a Bronze, Silver, or Gold Pick'Em Challenge Trophy will be awarded for scoring 25, 50, or 75 points, respectively. Pick'Em Challenge Trophies are badges that are displayable on your CS:GO avatar and on your Steam profile. In addition to winning a trophy you can compete with your friends on the Pick'Em Friends Leaderboard.\n\nEach day of the event provides an opportunity to score 25 points: 24 for correct picks and 1 just for playing.\n\nTo make a pick during any stage of the tournament, you must own an unused sticker for the picked team. You can get stickers from ESL One Cologne 2014 Sticker capsules or from the Steam Community Market.\n\nA single team sticker is sufficient for picking that team multiple times throughout the event.\n\nUsing a team sticker to make a pick will lock the sticker for the day. It will not be usable or tradable until the next day. Undoing a pick will not unlock the sticker. It will still be unusable and untradable until the event day is complete. Once the event day is complete, locked stickers will unlock and be usable and tradable.\n\nDay 1 ( Aug 14th ) Pick the winner of each of eight group stage matches. Each correct pick is worth 3 points.\nDay 2 ( Aug 15th ) Pick the eight teams that will advance to the quarterfinals. Each correct pick is worth 3 points.\nDay 3 ( Aug 16th ) Pick the four teams that will advance to the semifinals. Each correct pick is worth 6 points.\nDay 4 ( Aug 17th ) Pick the two teams that will advance to the grand finals and the one team that will win the grand finals. Each correct pick is worth 8 points.\n\nOn each day you can earn an additional point just for playing.\n\nTrophies will be awarded after the tournament is complete."		
		
		"CSGO_PickEm_Team_Groups"			"Group Stage Predictions"
		"CSGO_PickEm_Team_Groups_Points"	"Each correct pick earns 3 points toward the Pick'Em Trophy"
		"CSGO_PickEm_Lock_Timer"			"Group Stage locks in %s1"
		"CSGO_PickEm_Lock_Timer_Playoffs"			"Playoffs lock in %s1"
		"CSGO_PickEm_Lock_Timer_Locked"			"Group Stage is now locked"
		"CSGO_PickEm_Lock_Timer_Locked_Playoffs"	"Playoffs are now locked"
		"CSGO_PickEm_Lock_Timer_Locked_All"		"This Stage is now locked"
		"CSGO_PickEm_Lock_Timer_Global"		"Picks lock in %s1"
		"CSGO_PickEm_Team_Groups_Wins"			"One of the two teams that will <b>advance undefeated</b>"
		"CSGO_PickEm_Team_Groups_Loss"			"One of the two teams that will be <b>eliminated without winning a match</b>"
		"CSGO_PickEm_Team_Groups_Pass"			"The remaining <b>7 teams</b> that will <b>advance</b> out of the Group Stage"
		"CSGO_PickEm_Store_Total"			"<b>Total</b> ( %s1 item ): <b>%s2</b>"
		"CSGO_PickEm_Store_Total_Plural"	"<b>Total</b> ( %s1 items ): <b>%s2</b>"
		"CSGO_eleague"						"ELEAGUE"
		"CSGO_Store_Legends_Challengers"	"Legends & Challengers"
		"CSGO_Store_Checkout"				"Proceed to Checkout"
		"CSGO_PickEm_Team_Bracket"			"Playoff Bracket"
		"CSGO_PickEm_Team_Bracket_Points"	"Fill out your Playoff Bracket, correct picks earn points toward the Pick'Em Trophy"
		"CSGO_PickEm_Team_Bracket_Locked"	"You can make Bracket picks after the Group Stage matches have ended"
		"CSGO_Fantasy_Group_Title"				"Group Stage"
		"CSGO_Fantasy_Playoff_Title"			"Playoffs"
		"CSGO_Fantasy_Team_Title_7"				"<b>Your</b> Cologne 2015 <b>Fantasy Team</b>"
		"CSGO_Fantasy_Team_Title_8"				"<b>Your Fantasy Team Roster</b> for the 26th"
		"CSGO_Fantasy_Team_Desc"				"You can update and submit to your roster until the start of the first match of the day"
		"CSGO_Fantasy_Team_Cat_0"	"Commando"
		"CSGO_Fantasy_Team_Cat_1"	"Clutch King"
		"CSGO_Fantasy_Team_Cat_2"	"Eco Warrior"
		"CSGO_Fantasy_Team_Cat_3"	"Entry Fragger"
		"CSGO_Fantasy_Team_Cat_4"	"Sniper"
		"CSGO_Fantasy_Team_Cat_Team"	"Team"
		"CSGO_Fantasy_Team_Cat_0_Tooltip"	"The Commando gains:\n\n+ 2 points per kill\n- 1 point per death\n+ bonus points equal to their <b>Kill/Death difference</b>\n\n<i>Statistics are updated at the end of the match day.</i>"
		"CSGO_Fantasy_Team_Cat_1_Tooltip"	"The Clutch King gains:\n\n+ 2 points per kill\n- 1 point per death\n+ 4 bonus points for each kill as the <b>last surviving member of their team</b>\n\n<i>Statistics are updated at the end of the match day.</i>"
		"CSGO_Fantasy_Team_Cat_2_Tooltip"	"The Eco Warrior gains:\n\n+ 2 points per kill\n- 1 point per death\n+ 2 bonus points for every <b>pistol kill</b>\n\n<i>Statistics are updated at the end of the match day.</i>"
		"CSGO_Fantasy_Team_Cat_3_Tooltip"	"The Entry Fragger gains:\n\n+ 2 points per kill\n- 1 point per death\n+ 2 bonus points for every <b>opening kill</b>\n\n<i>Statistics are updated at the end of the match day.</i>"
		"CSGO_Fantasy_Team_Cat_4_Tooltip"	"The Sniper gains:\n\n+ 2 points per kill\n- 1 point per death\n+ 2 bonus points for every kill <b>with a sniper rifle</b>\n\n<i>Statistics are updated at the end of the match day.</i>"
		"CSGO_Fantasy_Team_Stat_0"	"K / D"
		"CSGO_Fantasy_Team_Stat_1"	"CLUTCH KILLS"
		"CSGO_Fantasy_Team_Stat_2"	"PISTOL KILLS"
		"CSGO_Fantasy_Team_Stat_3"	"OPENING KILLS"
		"CSGO_Fantasy_Team_Stat_4"				"SNIPER KILLS"
		"CSGO_Fantasy_Team_Stat_Player"			"PLAYER"
		"CSGO_Fantasy_Team_Stat_Team"			"TEAM"
		"CSGO_Fantasy_Team_Stat_Sticker"		"STICKER"
		"CSGO_Fantasy_Team_Stat_Matches"		"MATCHES PLAYED"
		"CSGO_Fantasy_Team_Stat_Add"			"ADD"
		"CSGO_Fantasy_Team_Action"				"Make Your Pick"
		"CSGO_Fantasy_Number_Picks"				"<b>%s1</b> OF <b>5</b> PLAYERS SELECTED"
		"CSGO_Fantasy_Save_Team"				"SUBMIT TEAM"
		"CSGO_Fantasy_Team_StickerFilter"		"STICKERS"
		"CSGO_Fantasy_Team_StickerFilter_Hint"	"Showing Only Stickers You Own"
		"CSGO_Fantasy_Team_RoleStats_Title"		"Fantasy Points Per Role"
		"CSGO_Fantasy_Team_RoleStats_Desc"		"Fantasy points for each role are based on a per-map average\nAll points were gathered from the previous CS:GO Major Championship"
		"CSGO_Fantasy_Team_PlayerStats_Title"	"Player Performance Statistics"
		"CSGO_Fantasy_Team_PlayerStats_Desc"	"Performance Statistics are totals from the selected CS:GO Major Championship"
		"CSGO_Fantasy_Team_Dropdown"					"Statistics from %s1"
		"CSGO_Fantasy_Team_PointsEarned"		"<font color='#FFFFFF'>+%s1 Points This Day</font>"
		"CSGO_Fantasy_Team_PointsNone"			"<font color='#FFFFFF'>No Points Earned</font>"
		"CSGO_Fantasy_Team_NotSubmitted"        "TEAM NOT SUBMITTED"
		"CSGO_Fantasy_Team_Submitted"        	"Team Submitted"
		"CSGO_Fantasy_Team_Active"        		"Active"
		"CSGO_Fantasy_Team_Locked"        		"Locked"
		"CSGO_Fantasy_Team_Update_Team"        	"Next"
		"CSGO_Fantasy_Tooltip_Stats_Kills"      "Kills today"
		"CSGO_Fantasy_Tooltip_Stats_Deaths"     "Deaths today"
		"CSGO_Fantasy_Tooltip_Stat_0"	"K/D today"
		"CSGO_Fantasy_Tooltip_Stat_1"	"Clutch kills today"
		"CSGO_Fantasy_Tooltip_Stat_2"	"Pistol kills today"
		"CSGO_Fantasy_Tooltip_Stat_3"	"Opening kills today"
		"CSGO_Fantasy_Tooltip_Stat_4"	"Sniper kills today"
		"CSGO_Fantasy_Player_Status_eliminated"	"<font color='#FF9900'>Eliminated</font>"
		"CSGO_Fantasy_Player_Status_byeday"	"<font color='##89B2D2'>Bye day</font>"
		
		"CSGO_Fantasy_NoSTickers_In_Table" "You currently don't own any <b>%s1</b> player autograph stickers.\nYou can purchase team autograph capsules or get autograph stickers directly from the market."
		
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		//Journal
		////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
		
		// number is the number of the season
		"CSGO_Journal_CoverId_3"            "OJ 21-5"
		"CSGO_Journal_CoverTitle_3"         "OPERATION BREAKOUT"
		"CSGO_Journal_CoverDesc_3"          "BREAKOUT: OPERATIONAL JOURNAL"
		"CSGO_Journal_CoverDate_3"          "Issued: %s1"
		"CSGO_Journal_CoverId_4"            "OJ 12-7"
		"CSGO_Journal_CoverTitle_4"         "OPERATION VANGUARD"
		"CSGO_Journal_CoverDesc_4"          "VANGUARD: OPERATIONAL JOURNAL"
		"CSGO_Journal_CoverDate_4"          "Issued: %s1"
		"CSGO_Journal_CoverId_5"            "OJ 34-1"
		"CSGO_Journal_CoverTitle_5"         "OPERATION BLOODHOUND"
		"CSGO_Journal_CoverDesc_5"          "BLOODHOUND: OPERATIONAL JOURNAL"
		"CSGO_Journal_CoverDate_5"          "Issued: %s1"
		"CSGO_Journal_CoverId_6"            "OJ 15-6"
		"CSGO_Journal_CoverTitle_6"         "OPERATION WILDFIRE"
		"CSGO_Journal_CoverDesc_6"          "WILDFIRE: OPERATIONAL JOURNAL"
		"CSGO_Journal_CoverDate_6"          "Issued: %s1"
		"CSGO_Journal_CoverDept"            "Castle Department of Military Operations"
		"CSGO_Journal_IssuedTo"             "Issued To: %s1"
		"CSGO_Journal_PaperType"            "Printed on premium recycled paper"
		"CSGO_Journal_CoverWarning"         "For professional use only. Intended for use in operations."
		"CSGO_Journal_CoverPublishInfo"     "Castle Publishing Printing Office"
		"CSGO_Journal_BlankPage"            "This page intentionally left blank."
		"CSGO_Journal_Season2+TOC_Section_1" "Operation Information"
		"CSGO_Journal_Season2+TOC_Section_2" "Statistics"
		"CSGO_Journal_Toc_Distribution"     "DISTRIBUTION RESTRICTION: Approved for operation participants."
		
		"CSGO_Journal_Maps_Title"           "OPERATION MAPS"
